parcel_id,lnd_street_frontage,lnd_depth,lnd_site_index,lnd_pricing_code,lnd_assess_val,lnd_line_num,lnd_bldg_num,lnd_occ_desc,lnd_occ_code,lnd_type
59-20,,,,,1000.00,2,1,ONE FAM,,
59-20,,,,,116700.00,1,1,ONE FAM,,
59-21,,,,,102100.00,1,1,ONE FAM,,
59-22,,,,,106200.00,1,1,ONE FAM,,
59-23,,,,,89400.00,1,1,ONE FAM,,
59-24,,,,,95100.00,1,1,ONE FAM,,
59-25,,,,,93100.00,1,1,ONE FAM,,
59-26,,,,,99100.00,1,1,ONE FAM,,
59-27,,,,,90800.00,1,1,ONE FAM,,
59-28,,,,,92100.00,1,1,ONE FAM,,
59-29,,,,,88800.00,1,1,ONE FAM,,
59-30,,,,,86200.00,1,1,ONE FAM,,
59-31,,,,,88800.00,1,1,ONE FAM,,
59-32,,,,,107400.00,1,1,ONE FAM,,
59-33,,,,,107200.00,1,1,ONE FAM,,
59-34,,,,,88800.00,1,1,ONE FAM,,
59-35,,,,,88800.00,1,1,ONE FAM,,
59-36,,,,,88800.00,1,1,ONE FAM,,
59-37,,,,,88800.00,1,1,ONE FAM,,
59-38,,,,,105000.00,1,1,ONE FAM,,
59-39,,,,,90800.00,1,1,ONE FAM,,
59-40,,,,,105000.00,1,1,ONE FAM,,
59-41,,,,,88800.00,1,1,ONE FAM,,
59-42,,,,,105000.00,1,1,ONE FAM,,
59-43,,,,,88800.00,1,1,ONE FAM,,
59-44,,,,,88800.00,1,1,ONE FAM,,
59-45,,,,,89000.00,1,1,ONE FAM,,
59-46,,,,,99100.00,1,1,ONE FAM,,
59-47,,,,,99100.00,1,1,ONE FAM,,
59-48,,,,,95600.00,1,1,ONE FAM,,
59-49,,,,,127100.00,1,1,ONE FAM,,
59-50,,,,,92100.00,1,1,ONE FAM,,
59-51,,,,,101100.00,1,1,ONE FAM,,
59-52,,,,,104500.00,1,1,ONE FAM,,
59-53,,,,,88800.00,1,1,ONE FAM,,
59-54,,,,,89000.00,1,1,ONE FAM,,
59-55,,,,,88800.00,1,1,ONE FAM,,
59-57,,,,,105000.00,1,1,ONE FAM,,
59-58,,,,,88800.00,1,1,ONE FAM,,
59-59,,,,,88400.00,1,1,ONE FAM,,
59-60,,,,,89400.00,1,1,ONE FAM,,
59-61,,,,,87500.00,1,1,ONE FAM,,
59-62,,,,,100400.00,1,1,ONE FAM,,
59-63,,,,,,1,2,APT 9+UP,,
59-63,,,,,,1,3,APT 9+UP,,
59-63,,,,,53400.00,2,1,APT 9+UP,,
59-63,,,,,635400.00,1,1,APT 9+UP,,
59-64,,,,,400.00,2,1,OTHER REC,,
59-64,,,,,40.00,1,1,OTHER REC,,
59-65,,,,,105600.00,1,1,ONE FAM,,
59-66,,,,,104500.00,1,1,ONE FAM,,
59-67,,,,,124900.00,1,1,ONE FAM,,
59-68,,,,,103900.00,1,1,ONE FAM,,
59-69,,,,,103900.00,1,1,ONE FAM,,
59-70,,,,,89800.00,1,1,ONE FAM,,
59-71,,,,,124900.00,1,1,ONE FAM,,
59-72,,,,,113300.00,1,1,ONE FAM,,
59-73,,,,,102100.00,1,1,ONE FAM,,
59-74,,,,,109200.00,1,1,ONE FAM,,
59-75,,,,,96700.00,1,1,ONE FAM,,
59-76,,,,,110500.00,1,1,ONE FAM,,
59-77,,,,,114400.00,1,1,ONE FAM,,
59-78,,,,,128000.00,1,1,3 FAMILY,,
63-1,,,,,5900.00,2,1,ONE FAM,,
63-1,,,,,94800.00,1,1,ONE FAM,,
63-2,,,,,600.00,2,1,ONE FAM,,
63-2,,,,,94800.00,1,1,ONE FAM,,
63-4,,,,,19700.00,1,1,UNDV-COM,,
64-1,,,,,1200.00,2,1,MUNICPAL,,
64-1,,,,,174100.00,1,1,MUNICPAL,,
64-2,,,,,,1,2,AUTO REP,,
64-2,,,,,118400.00,1,1,AUTO REP,,
64-3,,,,,65800.00,1,1,ONE FAM,,
64-4,,,,,70200.00,1,1,ONE FAM,,
64-5,,,,,63800.00,1,1,ONE FAM,,
64-6,,,,,67900.00,1,1,ONE FAM,,
64-7,,,,,154400.00,2,1,APT 9+UP,,
64-7,,,,,977500.00,1,1,APT 9+UP,,
64-8,,,,,471000.00,1,1,SCHLDEPT,,
64-9,,,,,9900.00,3,1,CHARITABLE,,
64-9,,,,,27200.00,2,1,CHARITABLE,,
64-9,,,,,1955000.00,1,1,CHARITABLE,,
64-10,,,,,82200.00,1,1,ONE FAM,,
64-11,,,,,92400.00,1,1,ONE FAM,,
64-12,,,,,6100.00,2,1,DAY CARE,,
64-12,,,,,488700.00,1,1,DAY CARE,,
64-13,,,,,425400.00,1,1,APT 4-8-Comm,,
64-15,,,,,447900.00,1,1,MEDICAL OFF,,
64-16,,,,,1600.00,2,1,BANK,,
64-16,,,,,488700.00,1,1,BANK,,
64-17,,,,,24400.00,1,1,STATE NH,,
64-19,,,,,1324500.00,1,1,HOTEL,,
64-21,,,,,34900.00,2,1,HOTEL,,
64-21,,,,,977500.00,1,1,HOTEL,,
64-22,,,,,10000.00,2,1,TRANSPOR-Comm,,
64-22,,,,,30400.00,3,1,TRANSPOR-Comm,,
64-22,,,,,977500.00,1,1,TRANSPOR-Comm,,
64-23,,,,,,1,2,STATE NH-Comm,,
64-23,,,,,9500.00,3,1,STATE NH-Comm,,
64-23,,,,,9700.00,2,1,STATE NH-Comm,,
64-23,,,,,977500.00,1,1,STATE NH-Comm,,
64-25,,,,,11900.00,2,1,IND LAND,,
64-25,,,,,488700.00,1,1,IND LAND,,
64-29,,,,,3100.00,2,1,TRK TERM,,
64-29,,,,,977500.00,1,1,TRK TERM,,
64-30,,,,,7100.00,2,1,AUTO S+S,,
64-30,,,,,1955000.00,1,1,AUTO S+S,,
64-32,,,,,498500.00,1,1,BANK,,
64-32-100,,,,,527800.00,1,1,OFFICE,,
64-33,,,,,,1,2,SCHLDEPT-Comm,,
64-33,,,,,,1,3,SCHLDEPT-Comm,,
64-33,,,,,15100.00,4,1,SCHLDEPT-Comm,,
64-33,,,,,19800.00,3,1,SCHLDEPT-Comm,,
64-33,,,,,124800.00,2,1,SCHLDEPT-Comm,,
64-33,,,,,2932500.00,1,1,SCHLDEPT-Comm,,
64-34,,,,,3200.00,2,1,IND LAND,,
64-34,,,,,3700.00,3,1,IND LAND,,
64-34,,,,,9900.00,4,1,IND LAND,,
64-34,,,,,1466200.00,1,1,IND LAND,,
72-1,,,,,83200.00,1,1,APT 4-8,,
72-2,,,,,79700.00,1,1,APT 4-8,,
72-3,,,,,266100.00,1,1,SERV STA,,
72-4,,,,,194700.00,1,1,STORE,,
72-5,,,,,67900.00,2,1,STATE NH-Ind,,
72-5,,,,,0.00,1,2,STATE NH-Comm,,
72-5,,,,,0.00,2,2,STATE NH-Comm,,
72-5,,,,,458200.00,1,1,STATE NH-Ind,,
72-5-T,,,,,55500.00,2,1,STATE NH-Ind,,
72-5-T,,,,,229100.00,1,1,STATE NH-Ind,,
72-5-100,,,,,186500.00,1,1,STORE,,
72-5-200,,,,,205400.00,1,1,STORE-Ind,,
72-5-400,,,,,0.00,1,2,IND/COM,,
72-5-400,,,,,286600.00,1,1,STORE,,
72-5-70300,,,,,191900.00,1,1,DEV LAND,,
72-5-70600,,,,,,1,1,STORE-Ind,,
72-6,,,,,111400.00,1,1,DEV LAND,,
72-8,,,,,285400.00,1,1,AUTO REP,,
72-9,,,,,191300.00,1,1,STORE,,
72-10,,,,,217900.00,1,1,STORE-Ind,,
72-11,,,,,159600.00,1,1,STORE,,
72-12,,,,,237100.00,1,1,STORE,,
72-13,,,,,151600.00,1,1,STORE,,
72-14,,,,,168300.00,1,1,OFFICE,,
72-15,,,,,126500.00,1,1,MUNICPAL-Ind,,
72-16,,,,,449000.00,1,1,BANK,,
72-17,,,,,472000.00,1,1,STORE,,
72-18,,,,,363300.00,1,1,SHOP CTR-Ind,,
72-19,,,,,260800.00,1,1,BANK,,
72-20,,,,,,1,2,STORE,,
72-20,,,,,891600.00,1,1,STORE,,
72-21,,,,,46800.00,1,1,PARK LOT,,
72-22,,,,,360500.00,1,1,AUTO REP,,
72-23,,,,,239500.00,1,1,AUTO REP,,
72-24,,,,,174300.00,1,1,COMMWHSE,,
72-25,,,,,66500.00,1,1,COMMWHSE,,
72-26,,,,,273400.00,1,1,REST/BAR,,
72-28,,,,,3000.00,2,1,STORE,,
72-28,,,,,458200.00,1,1,STORE,,
72-30,,,,,545200.00,1,1,SERV STA,,
72-31,,,,,116600.00,1,1,OFFICE-Res,,
72-32,,,,,135500.00,1,1,APT 4-8,,
72-33,,,,,221500.00,1,1,OFFICE,,
72-34,,,,,103200.00,1,1,ONE FAM,,
72-35,,,,,331500.00,1,1,OFFICE,,
72-36,,,,,94100.00,1,1,ONE FAM,,
72-37,,,,,90800.00,1,1,ONE FAM,,
72-38,,,,,108000.00,1,1,ONE FAM,,
72-39,,,,,106200.00,1,1,ONE FAM,,
72-40,,,,,106800.00,1,1,ONE FAM,,
72-41,,,,,95100.00,1,1,ONE FAM,,
72-42,,,,,106200.00,1,1,2 FAMILY,,
72-43,,,,,100100.00,1,1,2 FAMILY,,
72-44,,,,,95100.00,1,1,2 FAMILY,,
72-45,,,,,97100.00,1,1,3 FAMILY,,
72-46,,,,,97000.00,1,1,APT 4-8,,
72-47,,,,,91300.00,1,1,ONE FAM,,
72-48,,,,,104600.00,1,1,2 FAMILY,,
72-48-100,,,,,117600.00,1,1,RES LAND,,
72-49,,,,,93100.00,1,1,ONE FAM,,
72-50,,,,,90800.00,1,1,ONE FAM,,
72-51,,,,,107400.00,1,1,2 FAMILY,,
72-52,,,,,99100.00,1,1,ONE FAM,,
72-53,,,,,93100.00,1,1,2 FAMILY,,
72-54,,,,,121500.00,1,1,2 FAMILY,,
72-55,,,,,64500.00,1,1,POTNLDEV,,
72-56,,,,,102100.00,1,1,ONE FAM,,
72-57,,,,,92100.00,1,1,ONE FAM,,
72-58,,,,,92100.00,1,1,ONE FAM,,
72-59,,,,,68600.00,1,1,ONE FAM,,
72-60,,,,,101100.00,1,1,OFFICE,,
72-61,,,,,80700.00,1,1,ONE FAM,,
72-62,,,,,83200.00,1,1,ONE FAM,,
72-63,,,,,89400.00,1,1,ONE FAM,,
72-64,,,,,119800.00,1,1,COMMWHSE,,
72-65,,,,,0.00,1,2,APT 9+UP,,
72-65,,,,,120500.00,1,1,APT 9+UP,,
72-66,,,,,242400.00,1,1,REST/BAR,,
72-67,,,,,255500.00,1,1,STORE-Ind,,
72-68,,,,,,1,2,STORE,,
72-68,,,,,276500.00,1,1,STORE,,
72-69,,,,,183700.00,1,1,STORE,,
72-70,,,,,203200.00,1,1,PARK LOT,,
72-71,,,,,750000.00,1,1,MUNICPAL-Comm,,
72-71-100,,,,,,1,1,MUNICPAL,,
72-73,,,,,100100.00,1,1,APT 4-8,,
72-74,,,,,118100.00,1,1,APT 4-8,,
72-75,,,,,105000.00,1,1,3 FAMILY,,
72-76,,,,,297800.00,1,1,APT 9+UP,,
72-78,,,,,486100.00,1,1,BANK,,
72-79,,,,,109400.00,1,1,DEV LAND,,
72-80,,,,,235200.00,1,1,STORE,,
72-81,,,,,96600.00,1,1,APT 9+UP,,
72-82,,,,,42400.00,1,1,STORE,,
72-83,,,,,289300.00,1,1,MUNICPAL-Ind,,
72-83-200,,,,,213300.00,1,1,OFFICE,,
72-84,,,,,293600.00,1,1,MUNICPAL-Comm,,
72-85,,,,,82300.00,1,1,ONE FAM,,
72-86,,,,,83200.00,1,1,2 FAMILY,,
72-87,,,,,52700.00,1,1,STORE,,
72-88,,,,,103900.00,1,1,MUNICPAL-Comm,,
72-89,,,,,263400.00,1,1,REST/BAR,,
72-90,,,,,170100.00,1,1,MUNICPAL,,
73-1,,,,,94100.00,1,1,2 FAMILY,,
73-2,,,,,82400.00,1,1,ONE FAM,,
73-3,,,,,106800.00,1,1,ONE FAM,,
73-4,,,,,101100.00,1,1,ONE FAM,,
73-5,,,,,96100.00,1,1,ONE FAM,,
73-6,,,,,100100.00,1,1,ONE FAM,,
73-7,,,,,115800.00,1,1,APT 4-8,,
73-7-100,,,,,95300.00,1,1,RES LAND,,
73-8,,,,,99100.00,1,1,ONE FAM,,
73-9,,,,,103900.00,1,1,2 FAMILY,,
73-10,,,,,99100.00,1,1,ONE FAM,,
73-11,,,,,92100.00,1,1,ONE FAM,,
73-12,,,,,92100.00,1,1,ONE FAM,,
73-13,,,,,100100.00,1,1,ONE FAM,,
73-14,,,,,106200.00,1,1,ONE FAM,,
73-15,,,,,102100.00,1,1,ONE FAM,,
73-16,,,,,96100.00,1,1,ONE FAM,,
73-17,,,,,95100.00,1,1,ONE FAM,,
73-17-100,,,,,96100.00,1,1,ONE FAM,,
73-18,,,,,106800.00,1,1,ONE FAM,,
73-19,,,,,105600.00,1,1,ONE FAM,,
73-20,,,,,,1,2,ONE FAM W ACC,,
73-20,,,,,92100.00,1,1,ONE FAM W ACC,,
73-21,,,,,118800.00,1,1,ONE FAM,,
73-22,,,,,90800.00,1,1,ONE FAM,,
73-23,,,,,90800.00,1,1,ONE FAM,,
73-24,,,,,90800.00,1,1,ONE FAM,,
73-25,,,,,88800.00,1,1,ONE FAM,,
73-26,,,,,91400.00,1,1,ONE FAM,,
73-27,,,,,113300.00,1,1,ONE FAM,,
73-28,,,,,92100.00,1,1,ONE FAM,,
73-29,,,,,116600.00,1,1,ONE FAM,,
73-31,,,,,105000.00,1,1,ONE FAM,,
73-32,,,,,132800.00,1,1,ONE FAM,,
73-33,,,,,109700.00,1,1,ONE FAM,,
73-34,,,,,101100.00,1,1,ONE FAM,,
73-35,,,,,101100.00,1,1,ONE FAM,,
73-36,,,,,103100.00,1,1,ONE FAM,,
73-37,,,,,9300.00,2,1,ONE FAM,,
73-37,,,,,103700.00,1,1,ONE FAM,,
73-39,,,,,97100.00,1,1,ONE FAM,,
73-40,,,,,98100.00,1,1,ONE FAM,,
73-41,,,,,235200.00,1,1,SCHLDEPT,,
73-42,,,,,90100.00,1,1,ONE FAM,,
73-43,,,,,92100.00,1,1,ONE FAM W ACC,,
73-44,,,,,92100.00,1,1,ONE FAM,,
73-45,,,,,88100.00,1,1,ONE FAM,,
73-46,,,,,88100.00,1,1,ONE FAM,,
73-47,,,,,93100.00,1,1,ONE FAM,,
73-48,,,,,97100.00,1,1,ONE FAM,,
73-49,,,,,98100.00,1,1,ONE FAM,,
73-50,,,,,95100.00,1,1,ONE FAM,,
73-51,,,,,91400.00,1,1,ONE FAM,,
73-52,,,,,90800.00,1,1,ONE FAM,,
73-53,,,,,89400.00,1,1,ONE FAM,,
73-54,,,,,122200.00,1,1,ONE FAM,,
73-55,,,,,97100.00,1,1,ONE FAM,,
73-56,,,,,88800.00,1,1,ONE FAM,,
73-57,,,,,93100.00,1,1,ONE FAM,,
73-58,,,,,91400.00,1,1,ONE FAM,,
73-59,,,,,91400.00,1,1,ONE FAM,,
73-60,,,,,92100.00,1,1,ONE FAM,,
73-61,,,,,93100.00,1,1,2 FAMILY,,
73-62,,,,,92100.00,1,1,ONE FAM,,
73-63,,,,,105000.00,1,1,ONE FAM,,
73-64,,,,,110900.00,1,1,2 FAMILY,,
73-65,,,,,95000.00,1,1,2 FAMILY,,
73-65-100,,,,,261300.00,1,1,POTNLDEV,,
73-67,,,,,137600.00,1,1,COMMWHSE-Comm,,
73-68,,,,,129500.00,1,1,ONE FAM,,
73-69,,,,,127200.00,1,1,ONE FAM,,
73-70,,,,,,1,2,APT 9+UP,,
73-70,,,,,126300.00,1,1,APT 9+UP,,
73-70-100,,,,,100300.00,1,1,DEV LAND,,
73-71,,,,,122200.00,1,1,ONE FAM,,
73-72,,,,,96100.00,1,1,ONE FAM,,
73-73,,,,,104400.00,1,1,2 FAMILY,,
73-74,,,,,120100.00,1,1,ONE FAM,,
73-75,,,,,120100.00,1,1,ONE FAM,,
73-76,,,,,106200.00,1,1,ONE FAM,,
73-77,,,,,0.00,1,1,CONDO MSTR,,
73-77-101,,,,,,1,1,CONDO,,
73-77-203,,,,,,1,1,CONDO,,
73-77-301,,,,,,1,1,CONDO,,
73-77-403,,,,,,1,1,CONDO,,
73-77-501,,,,,,1,1,CONDO,,
73-77-603,,,,,,1,1,CONDO,,
73-77-701,,,,,,1,1,CONDO,,
73-77-803,,,,,,1,1,CONDO,,
73-77-902,,,,,,1,1,CONDO,,
73-77-1004,,,,,,1,1,CONDO,,
73-77-1102,,,,,,1,1,CONDO,,
73-77-1204,,,,,,1,1,CONDO,,
73-77-1302,,,,,,1,1,CONDO,,
73-77-1404,,,,,,1,1,CONDO,,
73-77-1502,,,,,,1,1,CONDO,,
73-77-1604,,,,,,1,1,CONDO,,
73-77-1709,,,,,,1,1,CONDO,,
73-77-1805,,,,,,1,1,CONDO,,
73-77-1909,,,,,,1,1,CONDO,,
73-77-2005,,,,,,1,1,CONDO,,
73-77-2109,,,,,,1,1,CONDO,,
73-77-2205,,,,,,1,1,CONDO,,
73-77-2309,,,,,,1,1,CONDO,,
73-77-2405,,,,,,1,1,CONDO,,
73-77-2508,,,,,,1,1,CONDO,,
73-77-2606,,,,,,1,1,CONDO,,
73-77-2708,,,,,,1,1,CONDO,,
73-77-2806,,,,,,1,1,CONDO,,
73-77-2908,,,,,,1,1,CONDO,,
73-77-3006,,,,,,1,1,CONDO,,
73-77-3108,,,,,,1,1,CONDO,,
73-77-3206,,,,,,1,1,CONDO,,
73-77-3307,,,,,,1,1,CONDO,,
73-77-3415,,,,,,1,1,CONDO,,
73-77-3507,,,,,,1,1,CONDO,,
73-77-3615,,,,,,1,1,CONDO,,
73-77-3707,,,,,,1,1,CONDO,,
73-77-3815,,,,,,1,1,CONDO,,
73-77-3907,,,,,,1,1,CONDO,,
73-77-4015,,,,,,1,1,CONDO,,
73-77-4110,,,,,,1,1,CONDO,,
73-77-4214,,,,,,1,1,CONDO,,
73-77-4310,,,,,,1,1,CONDO,,
73-77-4414,,,,,,1,1,CONDO,,
73-77-4510,,,,,,1,1,CONDO,,
73-77-4614,,,,,,1,1,CONDO,,
73-77-4710,,,,,,1,1,CONDO,,
73-77-4814,,,,,,1,1,CONDO,,
73-77-4911,,,,,,1,1,CONDO,,
73-77-5013,,,,,,1,1,CONDO,,
73-77-5111,,,,,,1,1,CONDO,,
73-77-5213,,,,,,1,1,CONDO,,
73-77-5311,,,,,,1,1,CONDO,,
73-77-5413,,,,,,1,1,CONDO,,
73-77-5511,,,,,,1,1,CONDO,,
73-77-5613,,,,,,1,1,CONDO,,
73-77-5712,,,,,,1,1,CONDO,,
73-77-5816,,,,,,1,1,CONDO,,
73-77-5912,,,,,,1,1,CONDO,,
73-77-6016,,,,,,1,1,CONDO,,
73-77-6112,,,,,,1,1,CONDO,,
73-77-6216,,,,,,1,1,CONDO,,
73-77-6312,,,,,,1,1,CONDO,,
73-77-6416,,,,,,1,1,CONDO,,
73-78,,,,,135600.00,1,1,APT 4-8,,
73-79,,,,,74900.00,1,1,ONE FAM,,
73-80,,,,,85600.00,1,1,ONE FAM,,
73-81,,,,,81200.00,1,1,ONE FAM,,
73-82,,,,,88400.00,1,1,ONE FAM,,
73-83,,,,,86200.00,1,1,ONE FAM,,
73-84,,,,,86800.00,1,1,ONE FAM,,
73-85,,,,,102100.00,1,1,2 FAMILY,,
73-86,,,,,92100.00,1,1,ONE FAM,,
73-87,,,,,99100.00,1,1,ONE FAM,,
73-88,,,,,106000.00,1,1,ONE FAM,,
73-88-E,,,,,286800.00,1,1,CHURCH,,
73-89,,,,,113800.00,1,1,ONE FAM,,
73-90,,,,,77600.00,1,1,MUNICPAL,,
73-91,,,,,,1,2,APT 9+UP,,
73-91,,,,,,1,3,APT 9+UP,,
73-91,,,,,,1,4,APT 9+UP,,
73-91,,,,,447800.00,2,1,APT 9+UP,,
73-91,,,,,5003500.00,1,1,APT 9+UP,,
73-92,,,,,2700.00,2,1,ONE FAM,,
73-92,,,,,110200.00,1,1,ONE FAM,,
73-93,,,,,1686900.00,1,1,SCHLDEPT-Comm,,
73-94,,,,,1108700.00,1,1,MUNICPAL,,
73-95,,,,,0.00,1,2,APT 9+UP,,
73-95,,,,,0.00,1,3,APT 9+UP,,
73-95,,,,,0.00,3,1,APT 9+UP,,
73-95,,,,,9100.00,2,1,APT 9+UP,,
73-95,,,,,3450500.00,1,1,APT 9+UP,,
73-96,,,,,,1,2,APT 9+UP,,
73-96,,,,,,1,3,APT 9+UP,,
73-96,,,,,0.00,3,1,APT 9+UP,,
73-96,,,,,,1,4,OFFICE,,
73-96,,,,,130300.00,2,1,APT 9+UP,,
73-96,,,,,3335700.00,1,1,APT 9+UP,,
73-97,,,,,633500.00,1,1,CHURCH,,
74-1-100,,,,,4500.00,2,1,ONE FAM,,
74-1-100,,,,,4900.00,3,1,ONE FAM,,
74-1-100,,,,,89800.00,1,1,ONE FAM,,
74-1-200,,,,,4300.00,2,1,ONE FAM,,
74-1-200,,,,,10500.00,3,1,ONE FAM,,
74-1-200,,,,,134700.00,1,1,ONE FAM,,
74-3-101,,,,,7900.00,1,1,RES LAND,,
74-3-102,,,,,8900.00,1,1,RES LAND,,
74-3-103,,,,,7900.00,1,1,RES LAND,,
74-3-104,,,,,11200.00,1,1,RES LAND,,
74-3-105,,,,,7900.00,1,1,RES LAND,,
74-3-106,,,,,7800.00,1,1,RES LAND,,
74-3-107,,,,,8100.00,1,1,RES LAND,,
74-3-108,,,,,8100.00,1,1,RES LAND,,
74-3-109,,,,,10000.00,1,1,RES LAND,,
74-3-110,,,,,7900.00,1,1,RES LAND,,
74-3-111,,,,,8000.00,1,1,RES LAND,,
74-3-112,,,,,7800.00,1,1,RES LAND,,
74-3-113,,,,,7300.00,1,1,RES LAND,,
74-3-114,,,,,7300.00,1,1,RES LAND,,
74-3-115,,,,,7800.00,1,1,RES LAND,,
74-3-116,,,,,8100.00,1,1,RES LAND,,
74-3-117,,,,,8100.00,1,1,RES LAND,,
74-3-118,,,,,8000.00,1,1,RES LAND,,
74-3-119,,,,,7900.00,1,1,RES LAND,,
74-3-120,,,,,7800.00,1,1,RES LAND,,
74-3-121,,,,,7800.00,1,1,RES LAND,,
74-3-122,,,,,8200.00,1,1,RES LAND,,
74-3-123,,,,,8000.00,1,1,RES LAND,,
74-3-124,,,,,7900.00,1,1,RES LAND,,
74-3-125,,,,,8800.00,1,1,RES LAND,,
74-3-126,,,,,7500.00,1,1,RES LAND,,
74-3-127,,,,,7600.00,1,1,RES LAND,,
74-3-128,,,,,7700.00,1,1,RES LAND,,
74-3-129,,,,,8100.00,1,1,RES LAND,,
74-3-130,,,,,7700.00,1,1,RES LAND,,
74-3-131,,,,,7600.00,1,1,RES LAND,,
74-3-132,,,,,7700.00,1,1,RES LAND,,
74-3-133,,,,,7700.00,1,1,RES LAND,,
74-3-134,,,,,7600.00,1,1,RES LAND,,
74-3-135,,,,,9000.00,1,1,RES LAND,,
74-3-136,,,,,9000.00,1,1,RES LAND,,
74-3-137,,,,,95500.00,1,1,RES LAND,,
74-3-138,,,,,95500.00,1,1,RES LAND,,
74-3-139,,,,,95300.00,1,1,RES LAND,,
74-3-140,,,,,7500.00,1,1,RES LAND,,
74-3-141,,,,,7500.00,1,1,RES LAND,,
74-3-142,,,,,7600.00,1,1,RES LAND,,
74-3-143,,,,,5300.00,2,1,RES LAND,,
74-3-143,,,,,307200.00,3,1,RES LAND,,
74-3-143,,,,,42100.00,1,1,RES LAND,,
74-3-144,,,,,7600.00,1,1,RES LAND,,
74-3-145,,,,,7600.00,1,1,RES LAND,,
74-3-146,,,,,7600.00,1,1,RES LAND,,
74-3-147,,,,,94900.00,1,1,ONE FAM,,
74-3-148,,,,,96600.00,1,1,ONE FAM,,
74-3-149,,,,,95400.00,1,1,ONE FAM,,
74-3-150,,,,,94400.00,1,1,ONE FAM,,
74-3-151,,,,,93100.00,1,1,ONE FAM,,
74-3-152,,,,,93200.00,1,1,ONE FAM,,
74-3-153,,,,,98000.00,1,1,ONE FAM,,
74-3-154,,,,,94100.00,1,1,ONE FAM,,
74-3-155,,,,,94200.00,1,1,ONE FAM,,
74-3-156,,,,,92600.00,1,1,ONE FAM,,
74-3-157,,,,,92800.00,1,1,ONE FAM,,
74-3-158,,,,,92500.00,1,1,ONE FAM,,
74-3-159,,,,,92500.00,1,1,ONE FAM,,
74-3-160,,,,,92500.00,1,1,ONE FAM,,
74-3-161,,,,,92600.00,1,1,ONE FAM,,
74-3-162,,,,,94700.00,1,1,ONE FAM,,
74-3-163,,,,,94800.00,1,1,ONE FAM,,
74-3-164,,,,,99500.00,1,1,ONE FAM,,
74-3-165,,,,,94400.00,1,1,ONE FAM,,
74-3-166,,,,,97000.00,1,1,ONE FAM,,
74-3-167,,,,,95300.00,1,1,ONE FAM,,
74-3-168,,,,,96600.00,1,1,ONE FAM,,
74-3-169,,,,,99300.00,1,1,ONE FAM,,
74-3-170,,,,,98800.00,1,1,RES LAND,,
74-3-171,,,,,99300.00,1,1,ONE FAM,,
74-3-172,,,,,101300.00,1,1,RES LAND,,
74-3-173,,,,,100300.00,1,1,ONE FAM,,
74-3-174,,,,,93100.00,1,1,RES LAND,,
74-3-175,,,,,97400.00,1,1,ONE FAM,,
74-3-176,,,,,100500.00,1,1,ONE FAM,,
74-3-177,,,,,97100.00,1,1,ONE FAM,,
74-3-178,,,,,97200.00,1,1,ONE FAM,,
74-3-179,,,,,95500.00,1,1,ONE FAM,,
74-3-180,,,,,95500.00,1,1,ONE FAM,,
74-3-181,,,,,93000.00,1,1,ONE FAM,,
74-3-182,,,,,92500.00,1,1,ONE FAM,,
74-3-183,,,,,92100.00,1,1,ONE FAM,,
74-3-184,,,,,68700.00,1,1,ONE FAM,,
74-3-185,,,,,91100.00,1,1,ONE FAM,,
74-3-186,,,,,99200.00,1,1,ONE FAM,,
74-3-187,,,,,98100.00,1,1,ONE FAM,,
74-3-188,,,,,97800.00,1,1,ONE FAM,,
74-3-189,,,,,94700.00,1,1,ONE FAM,,
74-3-190,,,,,93600.00,1,1,ONE FAM,,
74-3-191,,,,,98400.00,1,1,ONE FAM,,
74-3-192,,,,,94200.00,1,1,ONE FAM,,
74-3-193,,,,,93700.00,1,1,ONE FAM,,
74-3-194,,,,,95600.00,1,1,ONE FAM,,
74-3-195,,,,,98500.00,1,1,ONE FAM,,
74-3-196,,,,,98600.00,1,1,ONE FAM,,
74-3-197,,,,,97600.00,1,1,ONE FAM,,
74-3-198,,,,,96500.00,1,1,ONE FAM,,
74-3-199,,,,,96100.00,1,1,ONE FAM,,
74-3-200,,,,,96600.00,1,1,ONE FAM,,
74-3-201,,,,,97700.00,1,1,ONE FAM,,
74-3-202,,,,,98500.00,1,1,ONE FAM,,
74-3-203,,,,,97500.00,1,1,ONE FAM,,
74-3-204,,,,,92200.00,1,1,ONE FAM,,
74-3-205,,,,,94500.00,1,1,ONE FAM,,
74-3-206,,,,,95200.00,1,1,ONE FAM,,
74-3-207,,,,,94000.00,1,1,ONE FAM,,
74-3-208,,,,,95400.00,1,1,ONE FAM,,
74-3-209,,,,,98700.00,1,1,ONE FAM,,
74-3-300,,,,,0.00,1,1,CONDO MSTR,,
74-3-301,,,,,,1,1,CONDO,,
74-3-302,,,,,,1,1,CONDO,,
74-3-303,,,,,,1,1,CONDO,,
74-3-304,,,,,,1,1,CONDO,,
74-3-310,,,,,0.00,1,1,CONDO MSTR,,
74-3-311,,,,,40000.00,1,1,CONDO-Vac,,
74-3-312,,,,,40000.00,1,1,CONDO-Vac,,
74-3-313,,,,,40000.00,1,1,CONDO-Vac,,
74-3-314,,,,,40000.00,1,1,CONDO-Vac,,
74-3-320,,,,,0.00,1,1,CONDO MSTR,,
74-3-321,,,,,40000.00,1,1,CONDO-Vac,,
