Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69
     72,   ,      9,   ,       ,   ,,       ,   ,RAILROAD,16 RAILROAD AVE ,ASIAN LAUNDROMAT LLC,,16 RAILROAD AVE ,,WEST LEBANON,NH,03784,4881/0443,740000,2024-07-29 00:00:00,Q,"VINCENT, LAWRENCE B TTEE",3250,CBD,0.35,140700,0,191300,8800,340800,3852,1910,INDUST-LT,673,C,Average,GABLE,ASPHALT SH,LINOLEUM,DRYWALL,ALUMINUM,4534,,,,,,,FORCED H/W,OIL,,61,AG,C3,2,140700,0,191300,8800,340800,0,2007-09-21 00:00:00,3458/0727,0,1972-11-01 00:00:00,1181/0556,0,1900-01-01 00:00:00,0/0
     72,   ,     10,   ,       ,   ,,       ,   ,RAILROAD,8 RAILROAD AVE ,WEST LEBANON REAL ESTATE LLC,%COFORGE BPS,2727 LBJ FREEWAY,STE 806,DALLAS,TX,75234,4783/0099,3000000,2023-02-02 00:00:00,U,"JACQUES, SHARON J TTEE",325I,CBD,0.229063,155500,0,217900,0,373400,4775,1997,INDUSTRIAL,674,C,Average,GABLE,ASPHALT SH,CONCRETE,MINIMUM,TEX 111,4849,,,,,,,NONE,NONE,,75,A,C3,1,155500,0,217900,0,373400,0,2000-03-27 00:00:00,2452/0507,0,2000-03-27 00:00:00,0/0,128000,2000-03-23 00:00:00,2452/0507
     72,   ,     11,   ,       ,   ,,       ,   ,MAIN,43 MAIN ST ,"VINCENT, LAWRENCE B TTEE","VINCENT, LAWRENCE B TRST",38 DOROTHY PERLEY RD,,LEBANON,NH,03766,3458/0727,0,2007-09-21 00:00:00,Q,"VINCENT, LAWRENCE B",3250,CBD,0.18,92000,0,159600,9300,260900,1281,1955,STORE,675,C,Average,GABLE,ASPHALT SH,CERAM.TILE,PLYWD PANL,BRICK,1307,,,,,,,FORCED H/W,OIL,,60,A,C3,1,92000,0,159600,9300,260900,0,1997-01-27 00:00:00,02237/0067,0,1997-01-27 00:00:00,2237/0067,0,1981-10-15 00:00:00,1438/0470
     72,   ,     12,   ,       ,   ,,       ,   ,MAIN,51 MAIN ST,"LAVALLEY, H A & G K TTEES",COLONIAL PLAZA REALTY TRST,PO BOX 267,,NEWPORT,NH,03773,4462/0362,495000,2019-08-30 00:00:00,Q,E & H HOLDINGS LLC,3250,CBD,0.31,395500,2600,237100,19300,654500,2777,1975,SHOP CTR,676,C-,Avg. (-),GABLE,ASPHALT SH,LINOLEUM,DRYWALL,CLAPBOARD,3701,,,,,,,WALL UNIT,GAS,,66,A,C3,1T,395500,2600,237200,19300,654600,495000,2019-08-29 00:00:00,4462/0362,495000,2010-02-05 00:00:00,3680/0074,485000,2003-02-07 00:00:00,02775/0269
     72,   ,     13,   ,       ,   ,,       ,   ,MAIN,55 MAIN ST ,MAIN STREET 55 LLC,,55 MAIN ST,,WEST LEBANON,NH,03784,4055/0421,422000,2014-05-09 00:00:00,Q,PRINCETON REALTY HOLDINGS LLC,3250,CBD,0.14,418700,0,151600,1800,572100,4455,1870,MIXED OLD,677,C+,Avg. (+),GABLE,STD SEAM,HARDWOOD,DRYWALL,CLAPBOARD,5077,,,,,,,FORCED H/W,OIL,,64,G,C3,2,422900,0,151600,1800,576300,0,2007-08-28 00:00:00,3448/0244,0,2007-05-03 00:00:00,3403/0972,0,2007-03-06 00:00:00,3384/0066
     72,   ,     14,   ,       ,   ,,       ,   ,MAIN,57 MAIN ST ,WEST LEBANON RANCH LLC,,%LYME PROPERTIES,PO BOX 310,ETNA,NH,03750,3919/0722,141000,2012-09-10 00:00:00,Q,WEST LEBANON RANCH LLC,3400,CBD,0.19,430500,0,168300,700,599500,2688,1909,OFFICE,678,B-,Good (-),HIP,SLATE,HARDWOOD,DRYWALL,BRICK,3211,4,,,,,,FORCED H/A,OIL,,60,A,C3,2,460100,0,168300,700,629100,141000,2012-09-10 00:00:00,3914/0646,141000,1958-11-06 00:00:00,0915/0174,0,1958-11-06 00:00:00,915/0174
     72,   ,     15,   ,       ,   ,,       ,   ,MAIN,63 MAIN ST,CITY OF LEBANON,,51 NORTH PARK ST,,LEBANON,NH,03766,1202/500,0,1973-09-07 00:00:00,Q,CITY OF LEBANON,903I,CBD,0.12,379300,0,126500,1800,507600,3545,1975,FIRE STAT,679,C+,Avg. (+),FLAT,TAR+GRAVEL,CONCRETE,PLASTER,CONC BLOCK,4506,,,,,,,FORCED H/W,OIL,,66,A,C3,2,379300,0,126500,1800,507600,0,1956-02-06 00:00:00,874/449,0,,,,,
     72,   ,     16,   ,       ,   ,,       ,   ,MAIN,67 MAIN ST,LEBLED LLC,,1209 CENTER RD,,LYNDEBOROUGH,NH,03082,4907/0765,1046400,2024-12-05 00:00:00,U,LEDYARD NATIONAL BANK,3410,CBD,0.71,354500,50100,449000,26800,880400,1492,1965,BANK,680,B-,Good (-),GAMBREL,ASPHALT SH,CERAM.TILE,DRYWALL,VINYL,2065,,,,,,,FORCED H/W,OIL,,67,G,C3,1,353400,33300,449000,26600,862300,330000,1997-02-20 00:00:00,2239/0768,330000,1964-10-28 00:00:00,1010/0475,0,1900-01-01 00:00:00,0/0
     72,   ,     17,   ,       ,   ,,       ,   ,MAIN,71 MAIN ST,POMME JAUNE LLC,,104 JOHNNY CAKE DR,,NAPLES,FL,34110,3878/0367,0,2012-04-10 00:00:00,Q,"BOAKS, ROBERT T",3250,CBD,0.86,419400,0,472000,27800,919200,6795,2002,STORE,681,C+,Avg. (+),FLAT,MEMBRANE,LINOLEUM,MINIMUM,CONC BLOCK,6889,,,,,,,FORCED H/A,GAS,,83,G,C3,1,419400,0,471800,27800,919000,1072000,2003-03-06 00:00:00,2785/0748,1072000,2002-08-12 00:00:00,02699/0511,270000,2002-08-12 00:00:00,2699/0511
     72,   ,     18,   ,       ,   ,,       ,   ,MAIN,75 MAIN ST ,GMS REALTY LLP,,356 RATHE RD,,COLCHESTER,VT,05446,4064/0687,600000,2014-06-18 00:00:00,Q,VERHAM NEWS CORPORATION,323I,CBD,0.972773,602900,1900,363300,17500,985600,15180,1949,STORE,682,C,Average,FLAT,MEMBRANE,CONCRETE,MINIMUM,VINYL,15216,,,,,,,FORCED H/W,OIL,,60,A,C3,2,305200,2000,363600,87500,758300,0,1998-07-27 00:00:00,2331/0566,0,1995-05-19 00:00:00,0/0,0,1992-09-04 00:00:00,1986/0285
     72,   ,     19,   ,       ,   ,,       ,   ,MAIN,83 MAIN ST,"MOLLOY DEVELOPMENT, LLC",,"89 MAIN ST, STE 3",,WEST LEBANON,NH,03784,3246/0615,2200000,2006-02-01 00:00:00,Q,DMRL ASSOCIATES,3410,CBD,0.3,593200,24100,260800,4500,882600,2252,1985,BANK,683,B,Good,GABLE,ASPHALT SH,CARPET,DRYWALL,CLAPBOARD,3295,,,,,,,FORCED H/A,ELECTRIC,,73,G,C3,1,593200,24100,260700,4500,882500,0,1983-11-01 00:00:00,1488/0204,0,1900-01-01 00:00:00,0/0,0,,
     72,   ,     20,   ,       ,   ,,       ,   ,MAIN,89 MAIN ST,"MOLLOY DEVELOPMENT, LLC",,"89 MAIN ST, STE 3",,WEST LEBANON,NH,03784,3246/0615,2200000,2006-02-01 00:00:00,Q,DMRL ASSOCIATES,3250,CBD,1.389991,1359700,25200,891600,157400,2433900,6948,1985,GAS MART,684,C,Average,GABLE,METAL,CARPET,DRYWALL,CLAPBOARD,7872,,,,,,,FORCED H/A,ELECTRIC,,73,G,C3,2,1359000,25900,891600,157400,2433900,0,2004-04-15 00:00:00,2980/0482,0,2004-04-15 00:00:00,2980/0482,0,1984-03-16 00:00:00,1499/0943
     72,   ,     21,   ,       ,   ,,       ,   ,MAIN,0 MAIN ST,"MOLLOY DEVELOP, LLC",,"89 MAIN ST, STE 3",,WEST LEBANON,NH,03784,3246/0615,2200000,2006-02-01 00:00:00,Q,DMRL ASSOCIATES,3370,CBD,0.2,0,0,46800,15400,62200,0,,,685,,,,,,,,0,,,,,,,,,,,,C3,,0,0,46800,15400,62200,0,1983-10-28 00:00:00,1487/0522,0,1900-01-01 00:00:00,0/0,0,,
     72,   ,     22,   ,       ,   ,,       ,   ,BRIDGE,5 BRIDGE ST,FEC PROPERTIES LLC,,11 WINTER ST WEST,,WEST LEBANON,NH,03784,3944/0136,660000,2012-12-27 00:00:00,Q,"INTERSTATE TIRE CO, INC",3320,CBD,0.95,405100,18900,360500,18400,802900,7500,1965,REPAIR CHAIN,686,C+,Avg. (+),SHED,MEMBRANE,CONCRETE,MINIMUM,CONC BLOCK,8625,,,,,,,FORCED H/W,OIL,,63,A,C3,1,405100,18900,360600,18400,803000,0,1965-05-31 00:00:00,1018/0539,0,1900-01-01 00:00:00,0/0,0,,
     72,   ,     23,   ,       ,   ,,       ,   ,COMMERCIAL,1 COMMERCIAL DR,"J & L REALTY, LLC",,8 NO WENTWORTH AVE,,LONDONDERRY,NH,03053,4421/0532,410000,2019-03-14 00:00:00,Q,PATCO PROPERTIES LLC,3320,CBD,0.22,102800,25600,239500,6500,374400,1920,1987,REPAIR GAR,687,C,Average,GABLE,ASPHALT SH,CONCRETE,MINIMUM,VINYL,1924,,,,,,,NOT DUCTED,GAS,,71,AG,C3,1,102800,25600,239500,6500,374400,285000,2014-11-17 00:00:00,4095/0698,285000,2005-04-28 00:00:00,3133/0895,185000,1985-11-07 00:00:00,01571/0506
     72,   ,     24,   ,       ,   ,,       ,   ,COMMERCIAL,18 COMMERCIAL DR,KCC COMMERCIAL LLC,,32 LEBANON ST STE A,,HANOVER,NH,03755,4911/0905,0,2024-12-30 00:00:00,U,"SALAZAR-KISH, JOLIN M TTEE",3160,CBD,0.46,202200,0,174300,0,376500,5280,1960,WHSE/OFFICE,688,C,Average,GABLE,METAL,LINOLEUM,MINIMUM,ALUMINUM,5292,,,,,,,FORCED H/W,OIL,,55,FA,C3,1,224100,0,174400,0,398500,400000,2021-12-01 00:00:00,4689/130,400000,2014-10-31 00:00:00,4092/0506,240000,2011-04-14 00:00:00,3787/0226
     72,   ,     25,   ,       ,   ,,       ,   ,COMMERCIAL,10 COMMERCIAL DR,FEC PROPERTIES LLC,,11 WINTER ST WEST,,WEST LEBANON,NH,03784,3944/0138,141000,2012-12-27 00:00:00,Q,"INTERSTATE TIRE CO, INC",3160,CBD,0.32,179700,0,66500,0,246200,8160,1945,WAREHOUSE,690,C,Average,GABLE,METAL,CONCRETE,MINIMUM,ALUMINUM,8160,,,,,,,NONE,NONE,,55,FA,C3,1,194700,0,66500,0,261200,0,1969-08-06 00:00:00,1097/0132,0,1900-01-01 00:00:00,0/0,0,,
     72,   ,     26,   ,       ,   ,,       ,   ,BRIDGE,23 BRIDGE ST ,ALLARD PROPERTIES LLC,,23 BRIDGE ST ,,WEST LEBANON,NH,03784,4933/0348,750000,2025-05-06 00:00:00,Q,JONES KAREN E+,3260,CBD,0.35,386700,0,273400,8800,668900,3808,1987,RESTAURANT,691,C,Average,GABLE,ASPHALT SH,CERAM.TILE,DRYWALL,CLAPBOARD,4378,,,,,,,FORCED H/W,GAS,,70,A,C3,2,386700,0,273300,0,660000,0,2024-09-06 00:00:00,4889/0274,0,2022-01-24 00:00:00,4703/82,0,2019-05-29 00:00:00,4462/0558
     72,   ,     28,   ,       ,   ,,       ,   ,BRIDGE,8 BRIDGE ST ,"SCH PROPERTIES, LLC",,PO BOX 5008,,WEST LEBANON,NH,03784,02399/0530,0,1999-06-15 00:00:00,Q,"ALLARD, JOSEPH B TRST",3250,CBD,1.31,229000,0,461200,17700,707900,2830,1850,COMM BLOCK,692,C+,Avg. (+),GABLE,ASPHALT SH,LINOLEUM,PLASTER,CLAPBOARD,3780,,,,,,,FORCED H/W,OIL,,60,A,C3,2,226600,0,461200,17700,705500,500000,1999-06-10 00:00:00,2399/0534,500000,1999-06-10 00:00:00,2399/0530,0,1988-01-04 00:00:00,1718/0435
     72,   ,     30,   ,       ,   ,,       ,   ,N MAIN,97 N MAIN ST ,STEWARTS SHOPS CORP,,2907 RTE 9,,BALLSTON SPA,NY,12020,4911/0984,1713800,2024-12-30 00:00:00,U,JOLLEY ASSOCIATES,3340,CBD,0.591139,720200,13500,545200,130000,1408900,3280,2001,GAS MART,693,B,Good,FLAT,METAL,CERAM.TILE,DRYWALL,BRICK,3280,,,,,,,FORCED H/A,GAS,,86,E,C3,1,720200,13500,545500,130000,1409200,475000,2007-04-17 00:00:00,3397/0454,475000,1996-12-31 00:00:00,0/0,0,1995-11-17 00:00:00,02169/0283
     72,   ,     31,   ,       ,   ,,       ,   ,N MAIN,99 N MAIN ST ,EB II REALTY LLC,,105 NORTH MAIN ST,,WEST LEBANON,NH,03784,2754/0670,210000,2002-09-18 00:00:00,Q,"BOISVERT, EUGENE E JR",340R,CBD,0.33,275900,0,116600,5000,397500,2942,1890,MULTI-CONV,694,C+,AVG. (+),GABLE,SLATE,HARDWOOD,PLASTER,CLAPBOARD,3897,16,6,2,0,AVERAGE,AVERAGE,FORCED H/W,OIL,,62,FA,C3,2,275900,0,116600,5000,397500,0,1996-04-30 00:00:00,02193/0450,0,1996-04-30 00:00:00,2193/0450,0,1996-04-11 00:00:00,02190/0403
     72,   ,     32,   ,       ,   ,,       ,   ,N MAIN,105 N MAIN ST,EB II REALTY LLC,,105 NORTH MAIN ST,,WEST LEBANON,NH,03784,2728/0723,235000,2002-10-22 00:00:00,Q,"BOISVERT, EUGENE E JR",1110,R3,0.59,162400,0,135500,7500,305400,3502,1870,MULTI-CONV,695,C,Average,GABLE,STD SEAM,SOFTWOOD,PLASTER,ALUMINUM,4206,11,,,,,,FORCED H/W,OIL,,34,P,R4,2,158300,0,135300,7500,301100,0,1996-04-30 00:00:00,02193/0449,0,1996-04-30 00:00:00,2193/0449,0,1996-04-11 00:00:00,02190/0402
     72,   ,     33,   ,       ,   ,,       ,   ,N MAIN,112 N MAIN ST,STENGER CRAFT PROP LLC,,162 N MAIN ST,,WEST LEBANON,NH,03784,3788/0406,360000,2011-04-25 00:00:00,Q,DESIGN INVESTMENT CO,3400,R3,0.28,349400,0,221500,9200,580100,2924,1987,OFFICE,696,C,Average,GABLE,STD SEAM,CARPET,DRYWALL,CLAPBOARD,3462,,,,,,,FORCED H/A,OIL,,70,A,R4,2H,349600,0,221500,9200,580300,4000,1988-03-11 00:00:00,1727/0935,4000,1901-01-01 00:00:00,0/0,0,,
     72,   ,     34,   ,       ,   ,,       ,   ,N MAIN,110 N MAIN ST ,GER HOLDINGS LLC,,106 NORTH MAIN ST,,WEST LEBANON,NH,03784,4051/0754,150000,2014-04-23 00:00:00,Q,VALLEY LAND CORPORATION,1010,CBD,0.19,72700,0,103200,2200,178100,926,1920,BUNGALOW,697,C,AVERAGE,GABLE,ASPHALT SH,HARDWOOD,PLASTER,WOOD SHING,1218,5,2,1,0,AVERAGE,AVERAGE,FORCED H/A,OIL,,57,F,C3,1,79000,0,103200,2200,184400,160000,1997-06-06 00:00:00,2254/0680,160000,1997-06-04 00:00:00,2254/0680,160000,1995-11-29 00:00:00,02170/0903
     72,   ,     35,   ,       ,   ,,       ,   ,N MAIN,106 N MAIN ST,GER HOLDINGS LLC,,106 NORTH MAIN ST,,WEST LEBANON,NH,03784,4051/0752,660000,2014-04-23 00:00:00,Q,VALLEY LAND CORPORATION,3400,CBD,0.53,604600,0,331500,16600,952700,3872,1986,OFFICE,698,B-,Good (-),GABLE,ASPHALT SH,CERAM.TILE,DRYWALL,BRICK,5079,,,,,,,FORCED H/W,GAS,,71,AG,C3,2,616500,0,331400,16600,964500,302470,1992-08-27 00:00:00,1985/0069,302470,1992-08-26 00:00:00,1985/0069,302470,,
     72,   ,     36,   ,       ,   ,,       ,   ,PROSPECT,5 PROSPECT STWEST,"SOMOFF, GREGORI W & VICTORIA",,5 PROSPECT ST WEST,,WEST LEBANON,NH,03784,4739/938,420000,2022-06-23 00:00:00,Q,"JETT, QUINTUS",1010,CBD,0.25,286200,0,94100,0,380300,1920,1910,COLONIAL,699,C+,AVG. (+),HIP,ASPHALT SH,HARDWOOD,PLASTER,ALUMINUM,2243,7,4,1,0,AVERAGE,AVERAGE,FORCED H/W,OIL,,76,G,R4,2,286200,0,94100,0,380300,250000,2003-09-04 00:00:00,2891/0963,250000,2003-06-02 00:00:00,02828/0184,158200,2003-06-02 00:00:00,2828/0184
     72,   ,     37,   ,       ,   ,,       ,   ,PROSPECT,7 PROSPECT STWEST,"WHITE, ANDREW DAVID &","WHITE, ANDREA JOSSELYN",7 PROSPECT ST WEST,,WEST LEBANON,NH,03784,3989/0277,151000,2013-06-18 00:00:00,Q,"DAIGLE, D P & B M CO-TTEES",1010,R3,0.21,141900,0,90800,0,232700,906,1950,RANCH,700,C,AVERAGE,GABLE,ASPHALT SH,CARPET,DRYWALL,VINYL,1190,5,3,1,0,AVERAGE,FAIR,FORCED H/A,OIL,,71,A,R4,1,141900,0,90700,0,232600,0,2003-07-07 00:00:00,2847/0808,0,2003-06-11 00:00:00,2847/0808,0,1973-07-06 00:00:00,1198/0099
     72,   ,     38,   ,       ,   ,,       ,   ,PROSPECT,10 PROSPECT STWEST,"CLARK, CHARLES H & SARAH H",,10 PROSPECT ST WEST,,WEST LEBANON,NH,03784,4582/392,299900,2020-12-05 00:00:00,Q,"STINEHOUR, PHYLLIS M",1010,R3,0.42,284800,0,108000,5200,398000,2176,1905,COLONIAL,701,C,AVERAGE,HIP,SLATE,CARPET,PLASTER,VINYL,2674,8,4,2,1,AVERAGE,AVERAGE,STEAM,OIL,,71,AG,R4,2A,284800,0,108000,5200,398000,0,1978-04-11 00:00:00,1339/0688,0,1964-11-12 00:00:00,1011/0286,0,1900-01-01 00:00:00,0/0
     72,   ,     39,   ,       ,   ,,       ,   ,PROSPECT,8 PROSPECT STWEST,HICKOX LUKE H,HICKOX RACHEL R,24 WHEATLEY ST,,LEBANON,NH,03766,4896/0244,505000,2024-10-10 00:00:00,Q,"WHITWORTH, FOSTER & PHEBE T",1010,R3,0.39,278300,0,106200,7300,391800,2310,1929,COLONIAL,702,C,AVERAGE,GABLE,ASPHALT SH,CARPET,PLASTER,VINYL,2867,10,4,2,0,AVERAGE,AVERAGE,FORCED H/W,OIL,,67,A,R4,2A,286100,0,106200,7300,399600,253000,2004-01-07 00:00:00,2951/0859,253000,1954-07-20 00:00:00,00852/0025,0,1954-07-20 00:00:00,0852/0025
     72,   ,     40,   ,       ,   ,,       ,   ,PROSPECT,6 PROSPECT STWEST,"AMARO, GREGORIO CO-TTEE","SORENSEN, LISA VALLEJO CO-TTEE",150 WESTLAKE RD,BOX 248,OROVILLE,WA,98844,4396/0497,0,2018-10-19 00:00:00,Q,"AMARO JR, GREGORIO ",1010,R3,0.4,379800,0,106800,5900,492500,2518,1912,COLONIAL,703,C+,AVG. (+),HIP,ASPHALT SH,HARDWOOD,PLASTER,CLAPBOARD,2799,9,4,2,0,AVERAGE,GOOD,FORCED H/W,OIL,,83,VG,R4,2A,379800,0,106900,5900,492600,350000,2010-06-30 00:00:00,3712/0266,350000,2002-01-24 00:00:00,02626/0255,0,2002-01-24 00:00:00,2626/0255
     72,   ,     41,   ,       ,   ,,       ,   ,PROSPECT,4 PROSPECT STWEST,"LEAVITT, PHYLLIS M TTEE","LEAVITT, PHYLLIS M REV TRST",4 PROSPECT ST WEST,,WEST LEBANON,NH,03784,3463/0155,0,2007-10-29 00:00:00,Q,"LEAVITT, PHYLLIS M",1010,R3,0.26,201500,0,95100,0,296600,1092,1985,CAPE,704,C,AVERAGE,GABLE,ASPHALT SH,CARPET,DRYWALL,CLAPBOARD,1431,4,2,1,0,AVERAGE,AVERAGE,FORCED H/W,OIL,,87,A,R4,1H,201500,0,95100,0,296600,12533,2002-08-12 00:00:00,2699/0284,12533,2000-08-06 00:00:00,0/0,0,1999-08-17 00:00:00,0/0
     72,   ,     42,   ,       ,   ,,       ,   ,DANA,9-11 DANA ST,"HAMILTON, MICHAEL J",,PO BOX 5036,,WEST LEBANON,NH,03784,3706/228,249533,2010-06-01 00:00:00,Q,"JOHNSTON, WARREN N ",1040,R3,0.39,249000,0,106200,400,355600,2642,1906,MULTI-TNHS,705,C,AVERAGE,GABLE,ASPHALT SH,CARPET,PLASTER,ASBESTOS,3236,24,12,2,0,AVERAGE,FAIR,FORCED H/A,OIL,,71,AG,R4,2,249000,0,106200,400,355600,230000,2002-10-09 00:00:00,2721/0890,230000,2002-04-29 00:00:00,0/0,0,1956-10-16 00:00:00,0885/0167
     72,   ,     43,   ,       ,   ,,       ,   ,DANA,13 DANA ST,"PLANTE, ELIZABETH R TTEE","PLANTE, ELIZABETH R REV TRST",15 DANA ST,,WEST LEBANON,NH,03784,2550/0610,0,2001-06-19 00:00:00,Q,"PLANTE, RAYMOND & ELIZABETH",1040,R3,0.31,275300,0,100100,300,375700,2931,1910,MULTI-TNHS,706,C,AVERAGE,GABLE,METAL,CARPET,PLASTER,ALUMINUM,3508,12,6,2,0,AVERAGE,VERY GOOD,FORCED H/A,GAS,,67,A,R4,2,275300,0,100100,300,375700,0,1969-08-26 00:00:00,1098/0021,0,,,,,
     72,   ,     44,   ,       ,   ,,       ,   ,MAPLE,15 MAPLE ST ,"BLACKMON, PAMELA J",,15 MAPLE ST,,WEST LEBANON,NH,03784,4720/568,0,2022-03-26 00:00:00,U,"BLACKMON, PAMELA J & LEON R",1040,R3,0.26,233200,0,95100,2900,331200,2989,1920,MULTI-CONV,707,C,AVERAGE,GABLE,STD SEAM,HARDWOOD,PLASTER,VINYL,3615,10,3,1,0,AVERAGE,AVERAGE,NONE,NONE,,62,FA,R4,2A,264200,0,95100,4900,364200,0,2022-03-26 00:00:00,4720/566,0,2014-10-27 00:00:00,4093/0882,0,2003-02-21 00:00:00,2780/0271
     72,   ,     45,   ,       ,   ,,       ,   ,MAPLE,19 MAPLE ST ,NK2 LLC,,PO BOX 5134,,WEST LEBANON,NH,03784,4490/0872,0,2019-12-18 00:00:00,Q,"MEAGHER, NEAL P ",1050,R3,0.28,285000,0,97100,400,382500,3234,1910,MULTI-CONV,708,C+,AVG. (+),GABLE,ASPHALT SH,CARPET,DRYWALL,VINYL,3785,15,9,3,0,AVERAGE,AVERAGE,FORCED H/A,OIL,,67,A,R4,1T,268800,0,97000,400,366200,88000,1996-12-16 00:00:00,2232/0899,88000,1996-10-02 00:00:00,02220/0647,96000,1996-10-02 00:00:00,2220/0647
     72,   ,     46,   ,       ,   ,,       ,   ,MAPLE,21 MAPLE ST ,NK3 LLC,,PO BOX 5134,,WEST LEBANON,NH,03784,4490/0874,0,2019-12-18 00:00:00,Q,"MEAGHER, NEAL P & KATHLEEN",1110,R3,0.26,354200,0,97000,0,451200,5195,1895,MULTI-CONV,709,C,Average,GABLE,ASPHALT SH,HARDWOOD,PLASTER,VINYL,6149,,,,,,,FORCED H/W,OIL,,60,A,R4,2,347200,0,104600,0,451800,140000,1998-07-29 00:00:00,2332/0853,140000,1993-07-06 00:00:00,02035/0507,125000,1993-07-06 00:00:00,2035/0507
     72,   ,     47,   ,       ,   ,,       ,   ,MAPLE,27 MAPLE ST,"BAOMING, CHEN &","LI, HUIBIN",27 MAPLE ST,,WEST LEBANON,NH,03784,3256/0957,236000,2006-03-01 00:00:00,Q,"NGUYEN, LINHPHUONG",1010,R3,0.27,228000,0,91300,0,319300,1729,1985,CAPE,710,C,AVERAGE,GABLE,ASPHALT SH,CARPET,DRYWALL,VINYL,2310,7,5,2,0,AVERAGE,AVERAGE,FORCED H/W,OIL,,87,A,R4,1T,228000,0,91200,0,319200,188000,2003-09-04 00:00:00,02882/0356,188000,2003-09-04 00:00:00,2882/0356,188000,1999-08-02 00:00:00,02409/0882
     72,   ,     48,   ,       ,   ,,       ,   ,MAPLE,33 MAPLE ST ,DARLING ADDIE & MENA JOSE ULISES,,33 MAPLE ST,,WEST LEBANON,NH,03784,4802/0537,525000,2023-05-30 00:00:00,Q,"LE, STEPHEN Q & THUY, HONG",1040,R3,0.362982,261400,0,104600,12900,378900,2358,1820,MULTI-CONV,711,C,AVERAGE,HIP,ASPHALT SH,HARDWOOD,PLASTER,VINYL,3052,20,6,2,0,FAIR,FAIR,FORCED H/W,OIL,,71,AG,R4,2,261400,0,104600,12900,378900,269000,2021-11-12 00:00:00,4684/61,269000,2015-09-26 00:00:00,0/0,0,2001-01-08 00:00:00,2510/0016
     72,   ,     49,   ,       ,   ,,       ,   ,MAPLE,45 MAPLE ST,"ACHMOODY, JASON E &","ACHMOODY, LESLIE",45 MAPLE ST,,WEST LEBANON,NH,03784,3710/0355,260000,2010-06-23 00:00:00,Q,"SOULE, KATE R",1010,R3,0.24,342700,0,93100,400,436200,2604,1900,CONVENT`NL,712,C,AVERAGE,GABLE,STD SEAM,HARDWOOD,PLASTER,VINYL,2977,7,3,2,1,AVERAGE,GOOD,STEAM,OIL,,76,G,R4,2A,342700,0,93100,400,436200,0,2009-06-02 00:00:00,03616/0745,0,2009-06-02 00:00:00,3616/0745,0,1997-01-14 00:00:00,02235/0798
     72,   ,     50,   ,       ,   ,,       ,   ,MAPLE,47 MAPLE ST,"RENTZ, PHILIP C & CATHERINE G",,47 MAPLE ST,,WEST LEBANON,NH,03784,1906/0288,117520,1991-04-24 00:00:00,Q,"GAHERTY, JOHN & JOYCE",1010,R3,0.21,317500,0,90800,300,408600,2319,1900,CONVENT`NL,713,C+,AVG. (+),HIP,STD SEAM,HARDWOOD,PLASTER,VINYL,2647,8,4,1,0,AVERAGE,AVERAGE,FORCED H/A,OIL,,71,AG,R4,2A,291200,0,90700,300,382200,0,1901-01-01 00:00:00,0/0,0,,,,,
     72,   ,     51,   ,       ,   ,,       ,   ,MAPLE,49 MAPLE ST,"PALYS, THOMAS J & REGINA L",,49 MAPLE ST,,WEST LEBANON,NH,03784,4050/0403,225000,2014-04-15 00:00:00,Q,"BISHOP, JOHN C & MARGARET C",1040,R3,0.41,229200,0,107400,9300,345900,2113,1880,CAPE,714,C,AVERAGE,GABLE,STD SEAM,HARDWOOD,DRYWALL,ASBESTOS,2569,8,3,2,1,AVERAGE,AVERAGE,STEAM,OIL,,62,FA,R4,1H,229200,0,107500,9300,346000,220000,2003-12-17 00:00:00,2937/0658,220000,1999-09-09 00:00:00,0/0,0,1981-12-22 00:00:00,1437/0317
